Classification,State,Country_Area,Posted_Citations,Project_Area,Product_Type,Fiscal_Year
Terminated,CA,United States,Voluntary: Firm initiated,"4 oz. Complete Cookie, Coconut Chocolate Chip, UPC Code: 7 87692-83538 6,   12pks: 15,834 sleeves (contains 12 cookies)   Total cookies from pack sizes above: 190,008",Food,2017
Terminated,IL,United States,Voluntary: Firm initiated,"Low fat cottage cheese, 2% milkfat, sold under the Breakstone's brand, Daily Chef brand, Knudsen brand, or Kraft brand packaged in a tray of 4 plastic containers each with a net weight of 4 oz. (113 g), a tray of 8 plastic containers each with a net weight of 4 oz. (113 g), a plastic container with a net weight of 8 oz. (227 g), a plastic container with a net weight of 16 oz. (1 lb.) 453 g, a plastic container with a net weight of 24 oz. (1.5 lb.) 680 g, a plastic container with a net weight of 32 oz. (2 lb.) 907 g, or a 3 lb. plastic container with a net weight of 48 oz. (3 lb.) 1.36 kg.",Food,2014
Terminated,TN,United States,Voluntary: Firm initiated,"PICTSWEET(R) Steamables, Seasoned Spring Vegetables, with Asparagus and Ground Peppercorn Seasoning, NET WT 10 OZ (283g), UPC 70560 97826, DISTRIBUTED BY THE PICTSWEET COMPANY, BELLS, TN 38006",Food,2016
Completed,GA,United States,Voluntary: Firm initiated,"MINOR'S SEAFOOD BASE NO MSG GF 6/16 OZ (1 lb) 453 G UNITS Plastic container (pint) gluten free DISTRIBUTED BY NESTLE PROFESSIONAL NORTH AMERIC, SOLON, OH 44139",Food,2021
Terminated,FL,United States,Voluntary: Firm initiated,"***Dulce De Leche ""Del Campo""***Ice Cream ""Base"" (Flavor)***FB 23546***Mfg. Date***Keep Refrigerated at 40*f***Lot#***Net Wt 55 LBS***Indalco Food Corp., Miami, FLA (305) 620 1444***    Caramel milk spread is packed in white plastic pails of 55 lbs. under the firm's brand name ""Del Campo"".",Food,2012
Terminated,IL,United States,Voluntary: Firm initiated,Edamame Hummus sold under the Trader Joe's brand and packaged in a transparent plastic tub with a white lid and with a net weight of 8 oz (227 g).,Food,2014
Terminated,MA,United States,Voluntary: Firm initiated,Channel Brand - Raw Breaded Bay Scallops - Net wt/ 10lb. (4.54 KG),Food,2017
Terminated,NH,United States,Voluntary: Firm initiated,"Yorgo's Foods THREE BEAN SALAD NET WT. 5 LBS 80 oz (2268g) UPC: 7 56248 10071 1 and Yorgo's THREE BEAN SALAD NET WT. 12 OZ (340g) UPC: 7 56248 10063 6. Product is packaged in a clear plastic container, keep refrigerated.",Food,2017
Terminated,MD,United States,Voluntary: Firm initiated,GREEN BEAN SAUCE SEASONING  NET WEIGHT: 50.00 LBS,Food,2017
Terminated,VA,United States,Voluntary: Firm initiated,"AKSAR  (life taste and beyond)  Cashew Pieces     4040615  Net Wt: 7oz (200gm)  , Net Wt: 28oz (800gm)    4051315  Net Wt: 400 gms (14oz) , Net Wt: 5lb    20 NEWLAND COURT, STERLING, VA 20165  Phone # 703-880-9802 , FAX # 703-880-1602",Food,2015
Terminated,MD,United States,Voluntary: Firm initiated,"Quick & Fresh, Smoked Turkey & Swiss Croissant, Net . Wt. 7 Oz. Single Serving, Keep refrigerated",Food,2023
Terminated,IA,United States,Voluntary: Firm initiated,Blue Bunny Ice Cream Hoppin' Holidoodle ice cream 46 fl. oz. UPC 070640014644 and UPC 070640014651 (high altitude).,Food,2016
Terminated,FL,United States,Voluntary: Firm initiated,ARNETT'S PLAIN CORN MEAL NET WT. 24 OZ. (1lb. 8 oz)(680g,Food,2013
Terminated,FL,United States,Voluntary: Firm initiated,"Fresh Express Gourmet Cafe Creative Classics Turkey & Bacon Chef 5.75 oz.,UPC 071279407081,  Iceberg & romaine lettuce, carrots & red cabbage",Food,2020
Terminated,CA,United States,Voluntary: Firm initiated,"GU Energy Gels:  Caramel Macchiato, Gel;  GUGEL 1 Pkt; item # 123031, UPC 769493200518;  GUGEL 24Pkt Box; item number 123056, UPC 769493200525",Food,2018
Terminated,FL,United States,Voluntary: Firm initiated,"MAMEY, PARADISE FLAVORS LLC, 4 oz. Packaged in plastic pouch. Frozen.",Food,2023
Terminated,CA,United States,Voluntary: Firm initiated,"Uncle Ben's (R), Infused(R) Rice Cheese Flavor, net weight 5 LB (2.27 kg), Distributed by MARS foodservices US, P.O. Box 11547, Carson, CA 90749-1547",Food,2014
Terminated,VT,United States,FDA Mandated,"Parent's Choice Toddler Next Stage¿ Milk Drink Powder Natural Milk Flavor With Other Natural Flavors, Stage 3, 1 Year and Up, NET WT 24 OZ (1.5 LB) 680g, UPC: 0 78742 06717 9 and Little JOURNEY Toddler Next Stage MILK DRINK POWDER, NET WT I PESO NETO 24 OZ I ONZAS (1.5 LB) 680g.",Food,2019
Terminated,CT,United States,Voluntary: Firm initiated,RTB MIXED DANISH Variety,Food,2024
Terminated,OH,United States,Voluntary: Firm initiated,JIF 33.5 OUNCE NO ADDED SUGAR CREAMY PEANUT BUTTER,Food,2022
Terminated,ID,United States,Voluntary: Firm initiated,"Mitragyna Speciosa Leaf Powder-GREEN Horn, sold under the brand name Herbal-Salvation.com.  The powder is packaged in kraft paper, foil-lined heat sealed pouches and sold in 25g, 100g, 250g, and 1000g.      The product label is read in parts: ""***herbal-salvation***Mitragyna Speciosa Leaf Powder Green Horn***Origin: Indonesia***Disclaimer: This product is sold as a bulk botanical without directions or claims.  Keep away from children***2204 Cortland Place, Nampa, ID 83678***WWW.HERBAL-SALVATION.COM***"".",Food,2018
Ongoing,CO,United States,Voluntary: Firm initiated,"Izzio Everything Roll packaged in 12oz plastic bag, 6 rolls per bag - 16 bags per case.",Food,2024
Terminated,CA,United States,Voluntary: Firm initiated,"Mozzarella   Natural Hickory Smoked  Net Wt. 1lb.    UPC Codes:  7 96252 70012 5, 7 96252 70013 2, 7 96252 12014 5,  7 96252 12015 2    Product is vacuum packed.",Food,2015
Terminated,OH,United States,Voluntary: Firm initiated,Holiday Crowd Pleaser Basket Containing packages Guggisberg Marble Cheese.,Food,2017
Terminated,TX,United States,Voluntary: Firm initiated,"Wegmans single serve snack tray (5.7oz)  packaged in a clear square plastic packaging with fruit, almonds and cheese 6 trays per case",Food,2023
Terminated,NJ,United States,Voluntary: Firm initiated,"Organic Pine Nuts (Raw, No Shell)  1 lb.Nuts.com  NutsOnline, 125 Moen Street, Cranford, NJ 07016 800-558-8881",Food,2012
Terminated,CT,United States,Voluntary: Firm initiated,Charles Boggini Company Cola Flavoring Base; packaged in 1 gallon jugs and 5 gallon pails,Food,2024
Terminated,NY,United States,Voluntary: Firm initiated,"OSSIE'S STIGLITZ HERRING, NET WT. 7 OZ., UPC 739885109064; -- Far Rockaway, NY 11691 --- The product is packed in a plastic deli tub.",Food,2016
Terminated,PA,United States,Voluntary: Firm initiated,"Walnut Delights 6 Pack  Net Weight: 9 oz.  PLU #69690  UPC: 2 69690 20399 7  Giant Eagle, LLC, Pittsburgh, PA",Food,2016
Terminated,TX,United States,Voluntary: Firm initiated,"Circle K Chicken Salad Sandwich, 5.9 oz. (167g) clamshell packaging with tamper strip, UPC 815138013996, Manufactured By: LSG Sky Chefs Supply Chain Solutions, Inc. 3555 S. 28th St. Phoenix, AZ. Perishable/Keep Refrigerated.",Food,2021
Terminated,MD,United States,Voluntary: Firm initiated,Central Market 32oz Organic No Salt Added Chicken Broth,Food,2024
Terminated,FL,United States,Voluntary: Firm initiated,"Guava Pastry. The product is packed in a cardboard box.  The firm marks the Guava Pastry option printed on the box.   Labeling for the cardboard box  reads in part: WHOLESALE FROZEN BAKERY PRODUCTS, TRACY BAKERY, GUAVA PASTRY, HANDLING INSTRUCTIONS, PREPARATION & BAKING, INGREDIENTS.",Food,2018
Terminated,TX,United States,Voluntary: Firm initiated,"Whole Foods Market, TART LEMON SMALL",Food,2017
Terminated,GA,United States,Voluntary: Firm initiated,OTAK Innovations OTAK:AM Capsules 90ct Bottle UPC CODE 4 08012 0204,Food,2022
Terminated,CO,United States,Voluntary: Firm initiated,"Bobo's Maple Pecan Oat Bars, 3 oz., UPC 8 2926200021 0, Best By 7/30/21 or 7/31/21.",Food,2021
Terminated,PA,United States,Voluntary: Firm initiated,Asher's Chocolate Co. Milk Chocolate (09661) Peanut Butter Caramel Cup 2.25 oz.; 24 piece box.;,Food,2017
Terminated,CA,United States,Voluntary: Firm initiated,The Spice Hunter  Pumpkin Pie Spice   1.8 oz.    Jar UPC 8105701850  Case UPC 40081057018505,Food,2020
Terminated,CA,United States,Voluntary: Firm initiated,"DELI CAROLINA STYLE MUSTARD BBQ SAUCE, 2 oz (57g), plastic cup, 96 cups/case, store in ambient temperatures",Food,2024
Terminated,CA,United States,Voluntary: Firm initiated,"O Organics Vegetable Tray, 18 oz. (1 lb. 2 oz.) 510g plastic tray.  Best If Used By: AUG 11  UPC (incorrect, which is on the tray): 021130984282  Product of USA & Mexico.",Food,2016
Terminated,AZ,United States,Voluntary: Firm initiated,"Bubbies Mochi Ice Cream -Chocolate Coconut Item Code CS812067, UPC Code 20203-5, UPC GTIN 10787325202032. Product is packed in oriented  polystyrene sheet (OPS) thermo-formed 6-cavity trays, tray is packed in 6 count boxes.",Food,2019
Terminated,OH,United States,Voluntary: Firm initiated,(Item 551697) Wakefield Ham & Cheddar Pretzel Croissant,Food,2024
Terminated,CA,United States,Voluntary: Firm initiated,"Choshiya branded ""RAKKYO ZUKE PREPARED VEGETABLES"" UPC# JANCODE 4983673526021",Food,2025
Terminated,CA,United States,Voluntary: Firm initiated,"TAI PEI SHRIMP FRIED RICE, 8/12 oz. pails, Product # 7007700806",Food,2016
Terminated,WA,United States,Voluntary: Firm initiated,"Smoked Garlic Steelhead, Sockeye Suzy Fish brand, metal can with a net weight of 6 oz. UPC 7 48252 67362 6",Food,2016
Terminated,TX,United States,Voluntary: Firm initiated,"Maria's Picante Sauce NEt WT. 12 OZ. (342g) Distributed by Maria's Mexican Restaurante Bogalusa, LA 70427",Food,2015
Terminated,NJ,United States,Voluntary: Firm initiated,"Wawa baby carrots Net Wt 3 oz (85g) Distributed by: Wawa, Inc. Wawa, PA 19063 wawa.com  On or before August 16; UPC 2619102517",Food,2012
Terminated,IL,United States,Voluntary: Firm initiated,Prinova brand  Product - Reginator NV (41825)  25 Kgs Fiber carton double layer polyethylene bag as liner,Food,2018
Terminated,FL,United States,Voluntary: Firm initiated,"No Sugar Added Chocolate Ice Cream, 3 gallons",Food,2018
Terminated,FL,United States,Voluntary: Firm initiated,"IncredibleStoneCrab, Mustard Sauce, 8 oz. plastic container, Distributed by: IncredibleStoneCrab,",Food,2020
Terminated,KY,United States,Voluntary: Firm initiated,The Comfy Cow Cow Trax Ice Cream 1 pint,Food,2017
Terminated,WI,United States,Voluntary: Firm initiated,"Predust/Batter, Item Number 30753195.49, Net Wt. 50 lb, Distributed by Kerry Ingredients & Flavours, Beloit, WI",Food,2019
Terminated,OR,United States,Voluntary: Firm initiated,BRIDGE CITY Baking gluten free Marionberry Crumble Pie.  This product is frozen ready to bake.  Net Wt 24oz    UPC 0 91037 54454 4,Food,2015
Terminated,NY,United States,Voluntary: Firm initiated,Dannon Light & Fit Carb & Sugar Control Cultured Dairy Snack Vanilla Flavor 4x4oz cups,Food,2013
Terminated,GA,United States,Voluntary: Firm initiated,Processed Yellow Onions - Yellow Slivered,Food,2012
Terminated,AZ,United States,Voluntary: Firm initiated,"Frozen Jamba, Fruit & Veggie Smoothies, Green Fusion, Green Apple, Mango, Pineapple, Kiwi, Banana, Broccoli and Spinach, Makes 2-8oz Smoothies, Net Wt. 8oz (227.2g), packed in plastic pouches, Distributed by: Rader Farms, Inc.",Food,2015
Terminated,OR,United States,Voluntary: Firm initiated,"Living Free Nerve & Muscle Plus Cetyl-Myristoleate Herbal and Glandular Supplement, 180 and 500 capsules per bottles.  Product is packed in white, HDPE plastic bottles with threaded HDPE lids.      Label is read in parts: ""***Living Free Nerve & Muscle Plus Cetyl-Myristoleate *** Herbal and Glandular Supplement***Formulated by Beatrice Lydecker ***Manufactured by Bea Lydecker's Naturals Oregon City, OR***"".",Food,2021
Terminated,VA,United States,Voluntary: Firm initiated,"Nestle Toll House Peanut Butter Chocolate Chip Bar (16oz), UPC 050000622634",Food,2020
Terminated,FL,United States,Voluntary: Firm initiated,"Physique Enhancing Science ALPHAMINE, Powerful Thermogenic Powder, DIETARY SUPPLEMENT Net Wt. 8.9 oz (252 g). Raspberry Lemonade and Fruit Punch flavors.",Food,2014
Terminated,CO,United States,Voluntary: Firm initiated,"Certified Organic, Owl Canyon Whole Eggs, packed in one dozen and half-dozen cardstock packages, with a packing date of 93, 94, 97, or 98.",Food,2014
Terminated,OH,United States,Voluntary: Firm initiated,Wiers Farm - Hungarian Wax Peppers packaged into 1lb carton - cases size dependent on customer,Food,2024
Terminated,IN,United States,Voluntary: Firm initiated,"Enjoy Life Chewy Bars   Caramel Blondie (Chocolate Chip and Caramel), 5.75 oz (165g) UPC 819597011258 and 819597011333",Food,2022
Terminated,OR,United States,Voluntary: Firm initiated,"Red Potato Salad, Formula PO.62, packaged under the following labels:     -Cross Valley Farms Red Royal Potato Salad packaged in 2/8-lb carton cases. Distributed by U.S. Foodservice, Inc., Rosemont, IL.    -Reser's Deluxe Red Skin Potato Salad packaged in 2/8-lb carton cases. Reser's Fine Foods, Inc., Beaverton, OR.    -Block & Barrel Deluxe Red Skinned Potato Salad packaged in 2/5-lb carton cases. Distributed by Sysco Corporation, Houston, TX.",Food,2014
Terminated,FL,United States,FDA Mandated,"DHEA 25 mg, bulk capsules",Food,2017
Terminated,WA,United States,Voluntary: Firm initiated,"Semolina Shells, net wt. 13oz. Product is packaged in a clear clamshell plastic container.  Label declares: Fresh & Hand Crafted Bellingham Pasta Co. Ingredients Semolina Flour, Water, Egg, dusted with Brown Rice Flour. Keep Refrigerated. UPC 8 98975 00219 4.",Food,2023
Terminated,TX,United States,Voluntary: Firm initiated,"Whole Foods Market 4"" fresh fruit tart decorated with plums, UPC/PLU 0201189005002; Whole Foods Market 6"" fresh fruit tart decorated with plums, UPC/PLU 0201898022000; Whole Foods Market 9"" fresh fruit tart decorated with plums, UPC/PLU 0201897029000",Food,2014
Terminated,FL,United States,FDA Mandated,Oyster Dietary Supplement (unknown container size),Food,2017
Terminated,PA,United States,Voluntary: Firm initiated,"Multigrain Sourdough Freshly Backed, and Half Multigrain Sourdough Artisan Bread, 15 oz; 7 oz, Bag, 1 unit",Food,2025
Terminated,MN,United States,Voluntary: Firm initiated,"Holiday Foods Gourmet Cold Canapes Assortment, 4800361, UPC 70220748003616, 100 OCS. Keep Frozen, For Institutional Use Only, Defrost in Refrigerator for Approximately 3 hours Before Serving, Consume Immediately. Prepared by Holiday Foods Inc, Hollywood, Florida 33020.",Food,2014
Terminated,NH,United States,Voluntary: Firm initiated,"Fisherman's Reserve 12/1lb Breaded Haddock Fillets,  Item Number: B1378",Food,2017
Terminated,AL,United States,Voluntary: Firm initiated,"Diet Coke, 2L, 67.6 FL OZ (2 QT 3.6 FL OZ), UPC 4900005011",Food,2014
Terminated,NY,United States,Voluntary: Firm initiated,"BrightFarms Mighty Romaine; packaged in clear, plastic clamshells; 4oz and 8oz; grown at the company's Rochelle, Illinois indoor farm",Food,2021
Terminated,MA,United States,Voluntary: Firm initiated,FAT FREE HALF & HALF - 0.5GAL - MARKET PANTRY;  UPC: 8523961640,Food,2019
Terminated,CA,United States,Voluntary: Firm initiated,- Cambridge House Mild Smoked Salmon Sliced Side  - Grade A Smoked Salmon Trimmings 1lb    Products are packaged in Reduced Oxygen Package (ROP).  Product is priced per pound.,Food,2015
Terminated,IL,United States,Voluntary: Firm initiated,Kool-Aid Jammers Tropical Punch packaged in a red blue and purple box with white lettering.,Food,2016
Ongoing,NC,United States,Voluntary: Firm initiated,"""COUNTY ROAD SEAFOOD Crab Cake 2 Pack 4 Ounce Allergens: Blue Crab, Soy, Wheat got to be NC SEAFOOD""",Food,2024
Terminated,TX,United States,Voluntary: Firm initiated,HEB Creamy Creations No Sugar Added Orange Sherbet quart,Food,2018
Terminated,TX,United States,Voluntary: Firm initiated,STIR FRY BEEF VEGAN served on the hot bar,Food,2019
Terminated,NJ,United States,Voluntary: Firm initiated,"Juggernaut     a) Crimson Punch UPC 811020906803  b) Orange UPC  811020906841  c) Raspberry Lemonade UPC 811020906858    Net Wt. 1.76 lbs.   Manufactured in the USA Infinite Labs, LLC  PO Box 533736 Orlando, FL 32853  1-877-455-2271",Food,2014
Terminated,IN,United States,Voluntary: Firm initiated,Breads: Pretzel product	8309	Clear Bag		Buns	48	2.1 oz.,Food,2023
Terminated,ID,United States,Voluntary: Firm initiated,"Thai Fusion Outpost, net weight 5.1 oz.  UPC 0 99853 34255 9.    Thai Fusion Bulk bag, packaged in a ziploc plastic bag, net weight 3 lbs. UPC 0 99853 35255 8.    Thai Fusion On the Go, packaged in microwave able paper cup with plastic lid, net wt. 3.4 oz. UPC 0 99853 38255 5.",Food,2016
Terminated,NY,United States,Voluntary: Firm initiated,"Margie Cheese. It is packaged with a green round label, wrapped in white milk paper in one-pound wheels.",Food,2018
Terminated,IL,United States,Voluntary: Firm initiated,Caesar Seasoning  50 pound bag   Item 1000031193,Food,2018
Terminated,NM,United States,Voluntary: Firm initiated,"100 vegetarian  Fenugreek Capsules 90 count, 600mg, packaged in 150cc Amber Glass Packer  with White Polypropylene Cap.",Food,2023
Terminated,OH,United States,Voluntary: Firm initiated,Vicks Children's Botanicals Liquid Nighttime  4oz plastic bottle,Food,2022
Completed,NY,United States,Voluntary: Firm initiated,"Mini Fruit Jelly Cups; Assorted Flavor; UPC: 4 714379 320985, Net Wt. 52.9 oz",Food,2023
Terminated,MI,United States,Voluntary: Firm initiated,"Good Herbs, Inc., PARSLEY, 1 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Food,2014
Terminated,PA,United States,Voluntary: Firm initiated,"Bachman Original Twist Pretzels,10 oz.Bag (flexible film) UPC: 0-77817-10580-8",Food,2019
Terminated,NH,United States,Voluntary: Firm initiated,The following items sold at Stop & Shop stores located in the New York Metro Region:  Tofurky Holiday Ham Roast Nasoya Tofu X-Firm Twin Pack Field Roast Apple Vegan Sausage Field Roast Veggie Burger Lightlife Jackfruit Nasoya Thai Basil Dumpling Field Roast Italian Sausage Field Roast Apple Sausage BBQ Jackfruit Tex Mex Jackfruit Lightlife Sausage Chorizo  Nasoya Organic Tofu Firm Nasoya Zesty Mex Skillet Field Roast Chipotle Sausage Nasoya Super Firm Sprouted Tofu Lightlife Smart Sausage Italian Lightlife Smart Slice Turkey Nasoya Extra Firm Tofu Lightlife Smart Bacon Upton's Naturals Jackfruit Thai Curry Smart Dogs Plant Based Hot Dogs Nasoya Organic Super Firm Tofu Tofurky Italian Sausage Lightlife Smart Ground Crumbles Lightlife Smart Ground Mexican Crumbles Tofurky Oven Roasted Deli Slices,Food,2023
Terminated,PA,United States,Voluntary: Firm initiated,"Entenmann's Little Bites Variety - 20 pouches labeled for resale  10 Chocolate Chip; 5 Blueberry; 5 Fudge Brownie;  Net Wt 2 lbs.;  Distributed by: Entenmann's Inc., General Offices, PO #976, Horsham, PA 19044.  Best by: September 24, 2016/ 3098;  UPC:7203001799",Food,2016
Terminated,WI,United States,Voluntary: Firm initiated,"Mediterranean Brands Callaloo Greens, Product 6017.  Net Weight 15.0 lbs (6.90 Kgs).  Keep Frozen.  Manufactured for:  MBI, Glenview, IL  60025",Food,2019
Terminated,NJ,United States,Voluntary: Firm initiated,Chiclets Chewing Gum Fruit Flavors; Made in Lebanon; Manufactured by Cadbury Adams Middle East S.A.L.,Food,2012
Terminated,IL,United States,Voluntary: Firm initiated,"A99824, BREADER X1, NET WT 35 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",Food,2017
Terminated,MI,United States,Voluntary: Firm initiated,"Good Herbs, Inc., PEPPERMINT, 1 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Food,2014
Terminated,OH,United States,Voluntary: Firm initiated,"Comforts FOR BABY Purified Water with Flouride Added. 1 GAL (3.78 L)  DISTRIBUTED BY THE KROGER CO., CINCINNATI, OHIO 45202",Food,2017
Terminated,IL,United States,Voluntary: Firm initiated,"A22178, BATTER MIX X1, NET WT 50 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",Food,2017
Terminated,MI,United States,Voluntary: Firm initiated,"Good Herbs, Inc., FLOWER ESSENCE WILLOW, 1 & 4 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Food,2014
Terminated,MA,United States,Voluntary: Firm initiated,"Atlantic Spice Cranberry Health Mix, packaged in a 16 oz, clear plastic bag; #1947",Food,2016
Terminated,NY,United States,Voluntary: Firm initiated,"Wegmans Ready To Cook Lobster & Shrimp Steam Pot, Sold by the lb. UPC: 2-16326-00000",Food,2018
Terminated,TX,United States,Voluntary: Firm initiated,Blue Bell Ice Cream Dutch Chocolate One Pint (473mL) and Half Pint Size,Food,2015
Terminated,FL,United States,Voluntary: Firm initiated,"French Vanilla Ice Cream, 3 gallons",Food,2018
Terminated,MI,United States,Voluntary: Firm initiated,Middle-Age Energy Booster bottles of 60 tablets taken orally Nokomis Research Inc  Bell Lifestyle Products #65,Food,2012
Terminated,KY,United States,Voluntary: Firm initiated,"Awe Brie  Sizes could be 8oz packages, 1.5lbs packages, 3.5lbs packages, 7lbs packages, or 15lb wheel  Packaging could be vacuum packed bags, paper wrap, or plastic wrap",Food,2012
Terminated,IA,United States,Voluntary: Firm initiated,Thick-It Original Food & Beverage Thickener 6/36 oz. jars per case,Food,2022
Terminated,PA,United States,Voluntary: Firm initiated,"Market District Coffee Beans covered in Dark Chocolate; Net Wt. 8 OZ.; Contains Soy; May Contain: Milk  Manufactured in a plant that processes wheat, peanuts, tree nuts and eggs.; Distributed by Giant Eagle, Inc., Pittsburgh, PA 15238-2809",Food,2017
Terminated,IL,United States,Voluntary: Firm initiated,"""Chopped Caesar"" (salad product) packed in 9.4oz., 10.4oz., and 10.5oz. packages",Food,2022
Terminated,ID,United States,Voluntary: Firm initiated,"Ready Meals Crab & Shrimp w/Ccktl   SCE NET WT 12 OZ CAL 310 NET WT. 0lb 12oz (340g) ready2eat UPC 23253500000  Store Banners: ACME, Albertsons, Andronico s Community Markets, Balducci s, Carrs-Safeway, Eagle, Jewel-Osco, King s, Pak  N Save, Safeway, Shaw s, Star Market, Vons",Food,2022
Terminated,WI,United States,Voluntary: Firm initiated,"Spoon River Pimiento Spread, 0 11596 55678 9,	1/5 lb",Food,2013
Ongoing,TX,United States,Voluntary: Firm initiated,RTSALSA1LB	1#	EAST COAST FRESH	Salsa Cup - 1 lb	ALL LOT CODES SAL20	5#	EAST COAST FRESH	EC-Salsa- Fresh 5#	ALL LOT CODES SAL210	6/1#	EAST COAST FRESH	Salsa- Fresh Retail 6x1# (E)	ALL LOT CODES SAL45	20#	EAST COAST FRESH	EC-Salsa- Fresh 20#	ALL LOT CODES SAL48	7#	EAST COAST FRESH	EC-Salsa- Mild 7# (E)	ALL LOT CODES RTSALSA1LB	1#	EAST COAST FRESH	Salsa Cup - 1 lb	ALL LOT CODES SAL20	5#	EAST COAST FRESH	EC-Salsa- Fresh 5#	ALL LOT CODES SAL21	6/1#	EAST COAST FRESH	EC-Salsa- Fresh Retail 6x1#	ALL LOT CODES SAL210	6 / 1#	EAST COAST FRESH	SALSA RETAIL 1# CUP (6/CASE)	ALL LOT CODES SAL45	20#	EAST COAST FRESH	EC-Salsa- Fresh 20#	ALL LOT CODES SAL460	6 / 1#	EAST COAST FRESH	Salsa HOT 6/1#	ALL LOT CODES SAL519	6/1#	EAST COAST FRESH	Salsa HOT 6/1lb TOPS (E)	ALL LOT CODES SAL532	6/1#	TOPS	SALSA RETAIL 1lb CUP (6/CASE)- TOPS (E)	ALL LOT CODES SAL540	6/30oz	WELLSLEY FARMS	Wellsley Farms Mild Salsa 6/30oz (E)	ALL LOT CODES SALSA166WEIS	6/16 oz	WEIS	SALSA MILD 6/16oz WEIS	ALL LOT CODES SALSABUCKET20	20#	EAST COAST FRESH	Salsa Fresh Bucket 20#	ALL LOT CODES SALSAHOT1	1#	EAST COAST FRESH	Salsa Hot 1 lb	ALL LOT CODES SALSAHOT61	6/1#	EAST COAST FRESH	Salsa HOT 6/1#	ALL LOT CODES SALSAHOT61TOPS	6/1 #	TOPS	Salsa HOT 6/1# TOPS	ALL LOT CODES SALSAHOTAHOLD	6/1 #	AHOLD	Salsa HOT 6/1# - AHOLD	ALL LOT CODES SALSARET1	6/1#	EAST COAST FRESH	SALSA RETAIL 1# CUP (6/CASE)	ALL LOT CODES SALSARET121	12/1#	AHOLD	Salsa Retail 12/1#- AHOLD	ALL LOT CODES SALSARET1NL	6/1 #	EAST COAST FRESH	SALSA RETAIL 1# CUP (NL) (6/CASE)	ALL LOT CODES SALSARET1TOPS	6/1#	TOPS	SALSA RETAIL 1# CUP (6/CASE)- TOPS	ALL LOT CODES SALSATUB51	5#	EAST COAST FRESH	Salsa Fresh 5#	ALL LOT CODES SALSAWELLFMD306	6/30 OZ	WELLSLEY FARMS	Wellsley Farms Mild Salsa 6/30oz	ALL LOT CODES  SAL519	6/1#	EAST COAST FRESH	Salsa HOT 6/1lb TOPS (E)	ALL LOT CODES SAL532	6 / 1#	TOPS	SALSA RETAIL 1lb CUP (6/CASE)- TOPS (E)	ALL LOT CODES SAL540	6/30oz	WELLSLEY FARMS	Wellsley Farms Mild Salsa 6/30oz (E)	ALL LOT CODES SALSA166WEIS	6/16oz	WEIS	SALSA MILD 6/16oz WEIS	ALL LOT CODES SALSABUCKET20	20#	EAST COAST FRESH	Salsa Fresh Bucket 20#	ALL LOT CODES SALSAHOT1	1#	EAST COAST FRESH	Salsa Hot 1 lb	ALL LOT CODES SALSAHOT61	6 / 1#	EAST COAST FRESH	Salsa HOT 6/1#	ALL LOT CODES SALSAHOT61TOPS	6 / 1#	TOPS	Salsa HOT 6/1# TOPS	ALL LOT CODES SALSAHOTAHOLD	6 / 1#	AHOLD	Salsa HOT 6/1# - AHOLD	ALL LOT CODES SALSARET1	6 / 1#	EAST COAST FRESH	SALSA RETAIL 1# CUP (6/CASE)	ALL LOT CODES SALSARET121	12 / 1#	AHOLD	Salsa Retail 12/1#- AHOLD	ALL LOT CODES SALSARET1NL	6 / 1#	EAST COAST FRESH	SALSA RETAIL 1# CUP (NL) (6/CASE)	ALL LOT CODES SALSARET1TOPS	6 / 1#	TOPS	SALSA RETAIL 1# CUP (6/CASE)- TOPS	ALL LOT CODES SALSATUB51	5#	EAST COAST FRESH	Salsa Fresh 5#	ALL LOT CODES SALSATUB71	7#	EAST COAST FRESH	Salsa Fresh Tub 7 lbs	ALL LOT CODES SALSAWELLFMD306	6 /30 oz	WELLSLEY FARMS	Wellsley Farms Mild Salsa 6/30oz	ALL LOT CODES,Food,2025
Terminated,NY,United States,Voluntary: Firm initiated,"Banner Smoked Fish Inc. brand Sliced Gravad Lox (Salmon, Salt, Dill weed, Pepper, Natural Hardwood Smoke, Sodium Nitrite)",Food,2021
Terminated,CA,United States,Voluntary: Firm initiated,"Western Family  Spicy Southwester Kale Kit, 22.8 OZ bags  UPC  062639352301- Canada",Food,2017
Terminated,FL,United States,Voluntary: Firm initiated,Coffee Bonbon,Food,2023
Terminated,TX,United States,Voluntary: Firm initiated,Blue Bell  Sherbert Orange One Quart Naturally Low Fat,Food,2015
Terminated,NY,United States,Voluntary: Firm initiated,"OSSIE'S SHMALTZ HERRING, NET WT. 8 OZ., UPC 739885104182; -- Far Rockaway, NY 11691 --- The product is packed in a plastic deli tub.",Food,2016
